Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1755,2021-02-01 10:00:00,2021-02-05 10:00:00,First Class,C0017,Ayesha,Corporate,Pakistan,Karachi,Islamabad Capital,East,P0093,Furniture,Phones,Office Chair,308.65,7,0.24,65.19
1756,2021-02-01 11:00:00,2021-02-09 11:00:00,Second Class,C0493,Ahmed,Home Office,Pakistan,Islamabad,Punjab,Central,P0031,Office Supplies,Binders,Smartphone,1608.28,3,0.09,224.58
1757,2021-02-01 12:00:00,2021-02-07 12:00:00,Standard Class,C0331,Ayesha,Home Office,Pakistan,Rawalpindi,Punjab,Central,P0314,Office Supplies,Storage,Office Chair,1108.83,2,0.17,172.67
1758,2021-02-01 13:00:00,2021-02-03 13:00:00,First Class,C0926,Omar,Home Office,Pakistan,Islamabad,Punjab,South,P0028,Technology,Accessories,Executive Desk,1074.84,3,0.19,187.06
1759,2021-02-01 14:00:00,2021-02-05 14:00:00,Second Class,C0739,Sara,Corporate,Pakistan,Faisalabad,Punjab,Central,P0137,Furniture,Phones,Pen Set,1925.28,4,0.22,319.58
1760,2021-02-01 15:00:00,2021-02-05 15:00:00,Second Class,C0873,Bilal,Home Office,Pakistan,Faisalabad,Sindh,Central,P0429,Furniture,Storage,Pen Set,1231.46,9,0.02,300.1
1761,2021-02-01 16:00:00,2021-02-07 16:00:00,Standard Class,C0486,Fatima,Consumer,Pakistan,Lahore,Punjab,South,P0090,Furniture,Chairs,Smartphone,1669.51,2,0.26,379.54
1762,2021-02-01 17:00:00,2021-02-07 17:00:00,Second Class,C0406,Bilal,Home Office,Pakistan,Lahore,Sindh,South,P0049,Office Supplies,Tables,Printer,1053.23,6,0.03,61.83
1763,2021-02-01 18:00:00,2021-02-02 18:00:00,Second Class,C0117,Bilal,Corporate,Pakistan,Islamabad,Islamabad Capital,Central,P0367,Office Supplies,Binders,Pen Set,537.21,5,0.03,116.66
1764,2021-02-01 19:00:00,2021-02-09 19:00:00,First Class,C0555,Ayesha,Corporate,Pakistan,Karachi,Sindh,West,P0258,Office Supplies,Storage,Printer,1404.26,6,0.14,102.25
1765,2021-02-01 20:00:00,2021-02-07 20:00:00,First Class,C0880,Bilal,Home Office,Pakistan,Karachi,Sindh,West,P0006,Office Supplies,Storage,Pen Set,1850.19,5,0.11,347.91
1766,2021-02-01 21:00:00,2021-02-04 21:00:00,Standard Class,C0115,Ayesha,Corporate,Pakistan,Rawalpindi,Sindh,Central,P0029,Office Supplies,Storage,Executive Desk,1690.4,6,0.02,181.09
1767,2021-02-01 22:00:00,2021-02-10 22:00:00,Standard Class,C0795,Omar,Home Office,Pakistan,Karachi,Punjab,West,P0410,Technology,Phones,Printer,436.81,4,0.05,89.4
1768,2021-02-01 23:00:00,2021-02-03 23:00:00,Second Class,C0549,Fatima,Home Office,Pakistan,Lahore,Punjab,South,P0156,Technology,Binders,Office Chair,667.93,8,0.13,34.55
1769,2021-02-02 00:00:00,2021-02-10 00:00:00,First Class,C0814,Noor,Consumer,Pakistan,Karachi,Islamabad Capital,West,P0263,Furniture,Tables,Printer,1057.92,9,0.25,133.78
1770,2021-02-02 01:00:00,2021-02-05 01:00:00,Standard Class,C0625,Ayesha,Corporate,Pakistan,Rawalpindi,Punjab,Central,P0034,Furniture,Binders,Executive Desk,1164.63,7,0.04,63.24
1771,2021-02-02 02:00:00,2021-02-07 02:00:00,Standard Class,C0547,Sara,Consumer,Pakistan,Faisalabad,Sindh,West,P0440,Office Supplies,Phones,Filing Cabinet,427.94,1,0.03,103.01
1772,2021-02-02 03:00:00,2021-02-08 03:00:00,Same Day,C0644,Ahmed,Corporate,Pakistan,Karachi,Punjab,Central,P0237,Furniture,Storage,Filing Cabinet,498.52,5,0.24,26.46
1773,2021-02-02 04:00:00,2021-02-08 04:00:00,Standard Class,C0336,Fatima,Home Office,Pakistan,Karachi,Punjab,West,P0138,Technology,Binders,Office Chair,1529.72,7,0.15,124.0
1774,2021-02-02 05:00:00,2021-02-06 05:00:00,Second Class,C0336,Sara,Corporate,Pakistan,Lahore,Sindh,Central,P0368,Technology,Storage,Filing Cabinet,1474.12,5,0.11,232.7
1775,2021-02-02 06:00:00,2021-02-05 06:00:00,First Class,C0981,Ayesha,Home Office,Pakistan,Islamabad,Islamabad Capital,Central,P0489,Furniture,Tables,Printer,1686.46,5,0.14,302.26
1776,2021-02-02 07:00:00,2021-02-06 07:00:00,Standard Class,C0922,Fatima,Corporate,Pakistan,Faisalabad,Punjab,West,P0488,Office Supplies,Chairs,Executive Desk,1869.21,5,0.12,365.99
1777,2021-02-02 08:00:00,2021-02-03 08:00:00,Same Day,C0889,Ayesha,Consumer,Pakistan,Islamabad,Islamabad Capital,West,P0057,Technology,Phones,Pen Set,651.11,5,0.23,64.71
1778,2021-02-02 09:00:00,2021-02-06 09:00:00,First Class,C0740,Omar,Consumer,Pakistan,Rawalpindi,Sindh,South,P0175,Furniture,Chairs,Office Chair,1726.21,5,0.0,190.23
1779,2021-02-02 10:00:00,2021-02-03 10:00:00,Standard Class,C0147,Sara,Home Office,Pakistan,Rawalpindi,Punjab,East,P0214,Office Supplies,Binders,Filing Cabinet,1348.72,1,0.13,132.15
1780,2021-02-02 11:00:00,2021-02-03 11:00:00,Same Day,C0122,Omar,Consumer,Pakistan,Islamabad,Islamabad Capital,Central,P0027,Furniture,Storage,Printer,1917.65,6,0.05,189.49
1781,2021-02-02 12:00:00,2021-02-08 12:00:00,Standard Class,C0081,Ali,Home Office,Pakistan,Lahore,Islamabad Capital,Central,P0295,Office Supplies,Storage,Pen Set,580.54,6,0.09,119.8
1782,2021-02-02 13:00:00,2021-02-07 13:00:00,First Class,C0685,Sara,Home Office,Pakistan,Lahore,Sindh,Central,P0406,Office Supplies,Accessories,Pen Set,575.86,8,0.03,137.98
1783,2021-02-02 14:00:00,2021-02-06 14:00:00,First Class,C0666,Fatima,Home Office,Pakistan,Lahore,Punjab,Central,P0119,Technology,Accessories,Printer,1423.37,5,0.13,240.78
1784,2021-02-02 15:00:00,2021-02-05 15:00:00,First Class,C0662,Ali,Corporate,Pakistan,Faisalabad,Islamabad Capital,West,P0147,Technology,Chairs,Smartphone,1860.4,2,0.19,151.6
1785,2021-02-02 16:00:00,2021-02-03 16:00:00,Second Class,C0375,Omar,Home Office,Pakistan,Rawalpindi,Islamabad Capital,West,P0356,Furniture,Accessories,Smartphone,1657.88,7,0.2,104.59
1786,2021-02-02 17:00:00,2021-02-08 17:00:00,Standard Class,C0570,Omar,Consumer,Pakistan,Rawalpindi,Islamabad Capital,East,P0265,Furniture,Binders,Executive Desk,1467.73,1,0.24,143.6
1787,2021-02-02 18:00:00,2021-02-04 18:00:00,Second Class,C0063,Fatima,Corporate,Pakistan,Rawalpindi,Islamabad Capital,Central,P0403,Office Supplies,Tables,Office Chair,805.25,5,0.24,68.9
1788,2021-02-02 19:00:00,2021-02-10 19:00:00,First Class,C0504,Ali,Consumer,Pakistan,Faisalabad,Islamabad Capital,East,P0258,Technology,Binders,Filing Cabinet,1449.65,5,0.18,240.21
1789,2021-02-02 20:00:00,2021-02-07 20:00:00,Same Day,C0668,Bilal,Home Office,Pakistan,Rawalpindi,Islamabad Capital,South,P0348,Office Supplies,Chairs,Filing Cabinet,1612.14,3,0.11,305.64
1790,2021-02-02 21:00:00,2021-02-09 21:00:00,Standard Class,C0449,Noor,Home Office,Pakistan,Islamabad,Islamabad Capital,East,P0189,Office Supplies,Binders,Printer,1518.91,2,0.02,77.34
1791,2021-02-02 22:00:00,2021-02-04 22:00:00,Second Class,C0428,Ahmed,Consumer,Pakistan,Karachi,Islamabad Capital,East,P0315,Office Supplies,Accessories,Filing Cabinet,1369.78,4,0.01,188.93
1792,2021-02-02 23:00:00,2021-02-10 23:00:00,Standard Class,C0868,Fatima,Corporate,Pakistan,Faisalabad,Islamabad Capital,South,P0231,Office Supplies,Accessories,Executive Desk,141.91,7,0.03,24.78
1793,2021-02-03 00:00:00,2021-02-05 00:00:00,Same Day,C0427,Omar,Consumer,Pakistan,Karachi,Islamabad Capital,South,P0470,Office Supplies,Tables,Smartphone,1336.44,3,0.3,118.38
1794,2021-02-03 01:00:00,2021-02-07 01:00:00,Second Class,C0421,Sara,Home Office,Pakistan,Islamabad,Punjab,East,P0499,Office Supplies,Binders,Printer,982.67,6,0.24,226.2
1795,2021-02-03 02:00:00,2021-02-04 02:00:00,First Class,C0322,Ali,Corporate,Pakistan,Lahore,Sindh,South,P0198,Furniture,Tables,Office Chair,1925.06,7,0.12,307.63
1796,2021-02-03 03:00:00,2021-02-08 03:00:00,Second Class,C0913,Ayesha,Home Office,Pakistan,Lahore,Sindh,East,P0239,Technology,Chairs,Printer,1234.02,2,0.14,146.95
1797,2021-02-03 04:00:00,2021-02-12 04:00:00,Standard Class,C0680,Noor,Home Office,Pakistan,Lahore,Sindh,West,P0327,Technology,Phones,Filing Cabinet,1236.04,3,0.22,66.42
1798,2021-02-03 05:00:00,2021-02-04 05:00:00,Standard Class,C0166,Ahmed,Consumer,Pakistan,Faisalabad,Islamabad Capital,West,P0070,Office Supplies,Binders,Executive Desk,1988.41,9,0.15,292.02
1799,2021-02-03 06:00:00,2021-02-12 06:00:00,Standard Class,C0597,Sara,Home Office,Pakistan,Lahore,Sindh,East,P0417,Office Supplies,Binders,Office Chair,232.5,1,0.11,27.25
1800,2021-02-03 07:00:00,2021-02-11 07:00:00,Standard Class,C0957,Ali,Consumer,Pakistan,Faisalabad,Islamabad Capital,South,P0252,Office Supplies,Tables,Printer,588.82,8,0.1,143.62
1801,2021-02-03 08:00:00,2021-02-09 08:00:00,First Class,C0649,Noor,Corporate,Pakistan,Faisalabad,Punjab,South,P0462,Technology,Accessories,Filing Cabinet,1329.35,1,0.06,167.17
1802,2021-02-03 09:00:00,2021-02-10 09:00:00,Second Class,C0461,Fatima,Home Office,Pakistan,Karachi,Sindh,West,P0193,Technology,Chairs,Printer,664.71,3,0.27,155.68
1803,2021-02-03 10:00:00,2021-02-06 10:00:00,First Class,C0459,Ayesha,Home Office,Pakistan,Lahore,Punjab,West,P0025,Office Supplies,Phones,Office Chair,724.99,6,0.12,135.73
1804,2021-02-03 11:00:00,2021-02-04 11:00:00,First Class,C0189,Noor,Corporate,Pakistan,Rawalpindi,Punjab,South,P0070,Technology,Binders,Filing Cabinet,1790.66,8,0.23,116.02
1805,2021-02-03 12:00:00,2021-02-08 12:00:00,First Class,C0464,Fatima,Consumer,Pakistan,Lahore,Islamabad Capital,South,P0156,Office Supplies,Chairs,Smartphone,1179.74,7,0.17,279.06
1806,2021-02-03 13:00:00,2021-02-05 13:00:00,Standard Class,C0912,Ayesha,Home Office,Pakistan,Lahore,Sindh,South,P0146,Office Supplies,Accessories,Pen Set,250.59,3,0.23,20.97
1807,2021-02-03 14:00:00,2021-02-08 14:00:00,Standard Class,C0379,Ayesha,Corporate,Pakistan,Lahore,Punjab,South,P0319,Office Supplies,Phones,Office Chair,656.18,6,0.1,91.61
1808,2021-02-03 15:00:00,2021-02-11 15:00:00,Standard Class,C0002,Bilal,Home Office,Pakistan,Rawalpindi,Sindh,East,P0219,Furniture,Phones,Smartphone,198.31,1,0.23,46.52
1809,2021-02-03 16:00:00,2021-02-12 16:00:00,Second Class,C0618,Ali,Consumer,Pakistan,Rawalpindi,Punjab,South,P0049,Technology,Tables,Smartphone,1134.45,8,0.24,244.7
1810,2021-02-03 17:00:00,2021-02-05 17:00:00,Same Day,C0364,Ayesha,Consumer,Pakistan,Faisalabad,Punjab,West,P0379,Technology,Storage,Filing Cabinet,387.87,9,0.03,57.22
1811,2021-02-03 18:00:00,2021-02-06 18:00:00,Standard Class,C0072,Noor,Consumer,Pakistan,Rawalpindi,Islamabad Capital,West,P0380,Technology,Accessories,Printer,1721.37,9,0.03,157.31
1812,2021-02-03 19:00:00,2021-02-06 19:00:00,Second Class,C0427,Ayesha,Consumer,Pakistan,Faisalabad,Sindh,Central,P0194,Office Supplies,Storage,Printer,1175.76,4,0.3,178.54
1813,2021-02-03 20:00:00,2021-02-04 20:00:00,Standard Class,C0638,Ahmed,Corporate,Pakistan,Karachi,Islamabad Capital,South,P0040,Furniture,Accessories,Executive Desk,165.78,4,0.04,26.45
1814,2021-02-03 21:00:00,2021-02-11 21:00:00,Standard Class,C0170,Noor,Home Office,Pakistan,Faisalabad,Islamabad Capital,East,P0085,Office Supplies,Chairs,Office Chair,636.71,7,0.21,158.79
1815,2021-02-03 22:00:00,2021-02-09 22:00:00,First Class,C0205,Ali,Corporate,Pakistan,Lahore,Islamabad Capital,Central,P0343,Office Supplies,Storage,Office Chair,1251.86,7,0.22,268.91
1816,2021-02-03 23:00:00,2021-02-11 23:00:00,First Class,C0825,Sara,Consumer,Pakistan,Islamabad,Islamabad Capital,Central,P0450,Office Supplies,Binders,Filing Cabinet,704.22,6,0.02,156.52
1817,2021-02-04 00:00:00,2021-02-13 00:00:00,First Class,C0337,Sara,Consumer,Pakistan,Islamabad,Islamabad Capital,East,P0336,Furniture,Binders,Filing Cabinet,1050.69,7,0.22,259.77
1818,2021-02-04 01:00:00,2021-02-09 01:00:00,Second Class,C0999,Noor,Consumer,Pakistan,Lahore,Punjab,Central,P0004,Office Supplies,Binders,Executive Desk,1823.26,1,0.13,281.99
1819,2021-02-04 02:00:00,2021-02-07 02:00:00,Same Day,C0472,Noor,Consumer,Pakistan,Faisalabad,Sindh,Central,P0290,Office Supplies,Phones,Executive Desk,732.57,9,0.08,122.37
1820,2021-02-04 03:00:00,2021-02-09 03:00:00,Same Day,C0195,Fatima,Home Office,Pakistan,Lahore,Sindh,West,P0247,Furniture,Tables,Smartphone,704.95,6,0.2,99.32
1821,2021-02-04 04:00:00,2021-02-09 04:00:00,Second Class,C0670,Ali,Consumer,Pakistan,Rawalpindi,Islamabad Capital,Central,P0005,Office Supplies,Accessories,Pen Set,1648.53,8,0.25,123.79
1822,2021-02-04 05:00:00,2021-02-09 05:00:00,Standard Class,C0653,Fatima,Home Office,Pakistan,Faisalabad,Sindh,East,P0497,Office Supplies,Tables,Executive Desk,671.58,5,0.17,104.13
1823,2021-02-04 06:00:00,2021-02-07 06:00:00,Second Class,C0275,Ahmed,Consumer,Pakistan,Lahore,Punjab,South,P0226,Technology,Accessories,Printer,202.02,7,0.26,33.64
1824,2021-02-04 07:00:00,2021-02-08 07:00:00,Standard Class,C0007,Bilal,Home Office,Pakistan,Rawalpindi,Islamabad Capital,South,P0150,Furniture,Binders,Smartphone,402.84,3,0.01,39.26
1825,2021-02-04 08:00:00,2021-02-13 08:00:00,Second Class,C0905,Sara,Home Office,Pakistan,Rawalpindi,Punjab,South,P0238,Technology,Phones,Pen Set,1900.16,1,0.22,392.51
1826,2021-02-04 09:00:00,2021-02-13 09:00:00,Second Class,C0979,Ayesha,Consumer,Pakistan,Faisalabad,Punjab,West,P0148,Office Supplies,Phones,Executive Desk,1869.92,7,0.05,140.05
1827,2021-02-04 10:00:00,2021-02-06 10:00:00,Second Class,C0566,Ayesha,Corporate,Pakistan,Karachi,Islamabad Capital,West,P0103,Furniture,Phones,Pen Set,488.38,5,0.09,73.45
1828,2021-02-04 11:00:00,2021-02-12 11:00:00,Same Day,C0616,Omar,Corporate,Pakistan,Karachi,Punjab,West,P0175,Furniture,Phones,Printer,1129.33,1,0.17,206.15
1829,2021-02-04 12:00:00,2021-02-12 12:00:00,First Class,C0854,Omar,Corporate,Pakistan,Rawalpindi,Islamabad Capital,East,P0498,Office Supplies,Phones,Printer,317.87,9,0.08,19.39
1830,2021-02-04 13:00:00,2021-02-11 13:00:00,Second Class,C0850,Ali,Corporate,Pakistan,Karachi,Punjab,South,P0461,Technology,Binders,Smartphone,1365.62,9,0.05,287.89
1831,2021-02-04 14:00:00,2021-02-12 14:00:00,Same Day,C0573,Ayesha,Corporate,Pakistan,Rawalpindi,Sindh,East,P0236,Office Supplies,Tables,Smartphone,411.35,6,0.27,45.59
1832,2021-02-04 15:00:00,2021-02-07 15:00:00,First Class,C0599,Ali,Consumer,Pakistan,Karachi,Sindh,East,P0034,Furniture,Chairs,Printer,147.09,9,0.27,28.47
1833,2021-02-04 16:00:00,2021-02-10 16:00:00,First Class,C0770,Omar,Consumer,Pakistan,Rawalpindi,Sindh,Central,P0172,Furniture,Storage,Filing Cabinet,1658.55,7,0.01,118.82
1834,2021-02-04 17:00:00,2021-02-05 17:00:00,Second Class,C0178,Ali,Consumer,Pakistan,Rawalpindi,Islamabad Capital,South,P0006,Office Supplies,Tables,Smartphone,684.53,8,0.15,119.15
1835,2021-02-04 18:00:00,2021-02-11 18:00:00,Standard Class,C0242,Sara,Consumer,Pakistan,Rawalpindi,Punjab,Central,P0440,Office Supplies,Binders,Office Chair,261.62,2,0.06,42.24
1836,2021-02-04 19:00:00,2021-02-05 19:00:00,Standard Class,C0203,Ahmed,Consumer,Pakistan,Rawalpindi,Punjab,West,P0285,Office Supplies,Storage,Filing Cabinet,1676.11,2,0.26,134.09
1837,2021-02-04 20:00:00,2021-02-13 20:00:00,Standard Class,C0543,Ahmed,Consumer,Pakistan,Islamabad,Sindh,West,P0225,Office Supplies,Chairs,Office Chair,1536.68,4,0.14,268.84
1838,2021-02-04 21:00:00,2021-02-05 21:00:00,Second Class,C0801,Ayesha,Home Office,Pakistan,Karachi,Sindh,East,P0053,Technology,Accessories,Pen Set,1383.33,1,0.14,260.43
1839,2021-02-04 22:00:00,2021-02-05 22:00:00,Standard Class,C0462,Fatima,Home Office,Pakistan,Rawalpindi,Islamabad Capital,East,P0257,Technology,Chairs,Pen Set,1826.93,8,0.19,273.49
1840,2021-02-04 23:00:00,2021-02-11 23:00:00,Same Day,C0080,Sara,Consumer,Pakistan,Lahore,Islamabad Capital,Central,P0495,Technology,Chairs,Pen Set,1003.99,5,0.02,166.38
1841,2021-02-05 00:00:00,2021-02-07 00:00:00,Same Day,C0523,Bilal,Consumer,Pakistan,Faisalabad,Punjab,Central,P0059,Technology,Binders,Executive Desk,299.71,7,0.04,68.18
1842,2021-02-05 01:00:00,2021-02-10 01:00:00,Same Day,C0417,Ali,Home Office,Pakistan,Lahore,Islamabad Capital,East,P0432,Furniture,Accessories,Smartphone,169.63,2,0.15,32.15
1843,2021-02-05 02:00:00,2021-02-13 02:00:00,Same Day,C0766,Ali,Home Office,Pakistan,Lahore,Islamabad Capital,South,P0246,Furniture,Storage,Smartphone,670.96,5,0.29,155.12
1844,2021-02-05 03:00:00,2021-02-13 03:00:00,First Class,C0384,Ayesha,Consumer,Pakistan,Islamabad,Islamabad Capital,East,P0007,Technology,Phones,Printer,219.32,9,0.25,35.19
1845,2021-02-05 04:00:00,2021-02-08 04:00:00,Same Day,C0391,Bilal,Home Office,Pakistan,Karachi,Sindh,South,P0214,Office Supplies,Accessories,Smartphone,1094.24,9,0.27,92.98
1846,2021-02-05 05:00:00,2021-02-12 05:00:00,Standard Class,C0896,Fatima,Corporate,Pakistan,Islamabad,Sindh,Central,P0416,Furniture,Accessories,Pen Set,78.27,2,0.04,7.77
1847,2021-02-05 06:00:00,2021-02-08 06:00:00,Second Class,C0799,Fatima,Corporate,Pakistan,Karachi,Punjab,West,P0078,Office Supplies,Chairs,Office Chair,915.34,2,0.29,78.06
1848,2021-02-05 07:00:00,2021-02-11 07:00:00,Standard Class,C0688,Ali,Corporate,Pakistan,Rawalpindi,Islamabad Capital,West,P0189,Technology,Accessories,Filing Cabinet,398.0,5,0.22,46.59
1849,2021-02-05 08:00:00,2021-02-11 08:00:00,Same Day,C0126,Ali,Home Office,Pakistan,Islamabad,Sindh,Central,P0441,Furniture,Tables,Executive Desk,768.12,3,0.1,111.77
1850,2021-02-05 09:00:00,2021-02-08 09:00:00,First Class,C0494,Bilal,Consumer,Pakistan,Faisalabad,Islamabad Capital,Central,P0307,Furniture,Phones,Filing Cabinet,1366.32,1,0.26,138.25
1851,2021-02-05 10:00:00,2021-02-12 10:00:00,Same Day,C0047,Ayesha,Consumer,Pakistan,Karachi,Punjab,West,P0216,Furniture,Chairs,Office Chair,734.38,1,0.22,106.58
1852,2021-02-05 11:00:00,2021-02-08 11:00:00,Second Class,C0718,Sara,Consumer,Pakistan,Islamabad,Islamabad Capital,South,P0403,Furniture,Storage,Executive Desk,715.61,5,0.22,87.93
1853,2021-02-05 12:00:00,2021-02-13 12:00:00,Standard Class,C0476,Bilal,Home Office,Pakistan,Faisalabad,Punjab,Central,P0283,Technology,Storage,Printer,1981.96,3,0.22,319.23
1854,2021-02-05 13:00:00,2021-02-09 13:00:00,Second Class,C0949,Fatima,Home Office,Pakistan,Lahore,Punjab,South,P0319,Furniture,Storage,Smartphone,1451.69,9,0.24,197.0
1855,2021-02-05 14:00:00,2021-02-06 14:00:00,Second Class,C0619,Bilal,Corporate,Pakistan,Rawalpindi,Sindh,South,P0444,Technology,Storage,Smartphone,1052.03,3,0.28,143.94
1856,2021-02-05 15:00:00,2021-02-09 15:00:00,Second Class,C0464,Bilal,Home Office,Pakistan,Rawalpindi,Islamabad Capital,West,P0061,Furniture,Storage,Printer,1179.78,3,0.04,174.75
1857,2021-02-05 16:00:00,2021-02-12 16:00:00,Standard Class,C0787,Bilal,Corporate,Pakistan,Lahore,Sindh,South,P0061,Technology,Chairs,Office Chair,1259.36,3,0.3,311.79
1858,2021-02-05 17:00:00,2021-02-09 17:00:00,Same Day,C0849,Sara,Corporate,Pakistan,Islamabad,Islamabad Capital,West,P0215,Technology,Tables,Printer,97.92,1,0.26,15.8
1859,2021-02-05 18:00:00,2021-02-11 18:00:00,Second Class,C0123,Noor,Consumer,Pakistan,Lahore,Islamabad Capital,Central,P0382,Office Supplies,Tables,Pen Set,206.52,3,0.13,40.2
1860,2021-02-05 19:00:00,2021-02-14 19:00:00,Standard Class,C0474,Ali,Home Office,Pakistan,Faisalabad,Punjab,East,P0045,Technology,Storage,Office Chair,1315.92,5,0.05,175.48
1861,2021-02-05 20:00:00,2021-02-06 20:00:00,First Class,C0134,Omar,Consumer,Pakistan,Karachi,Punjab,East,P0405,Office Supplies,Tables,Executive Desk,760.71,8,0.14,87.61
1862,2021-02-05 21:00:00,2021-02-10 21:00:00,Standard Class,C0619,Ayesha,Consumer,Pakistan,Islamabad,Islamabad Capital,East,P0172,Furniture,Phones,Filing Cabinet,158.12,7,0.23,36.89
1863,2021-02-05 22:00:00,2021-02-12 22:00:00,First Class,C0817,Bilal,Home Office,Pakistan,Karachi,Sindh,East,P0221,Office Supplies,Tables,Filing Cabinet,630.15,4,0.18,125.07
1864,2021-02-05 23:00:00,2021-02-06 23:00:00,Standard Class,C0841,Ayesha,Home Office,Pakistan,Lahore,Punjab,East,P0385,Technology,Accessories,Printer,304.05,4,0.08,50.62
1865,2021-02-06 00:00:00,2021-02-10 00:00:00,Same Day,C0562,Omar,Corporate,Pakistan,Rawalpindi,Punjab,East,P0095,Office Supplies,Storage,Smartphone,1836.81,4,0.12,215.43
1866,2021-02-06 01:00:00,2021-02-12 01:00:00,Second Class,C0849,Noor,Corporate,Pakistan,Karachi,Islamabad Capital,South,P0347,Furniture,Accessories,Printer,445.7,8,0.29,45.27
1867,2021-02-06 02:00:00,2021-02-08 02:00:00,Same Day,C0607,Ali,Corporate,Pakistan,Karachi,Islamabad Capital,South,P0044,Office Supplies,Accessories,Smartphone,330.2,8,0.24,33.16
1868,2021-02-06 03:00:00,2021-02-11 03:00:00,Standard Class,C0780,Fatima,Corporate,Pakistan,Rawalpindi,Punjab,East,P0228,Technology,Storage,Printer,1271.03,2,0.04,191.6
1869,2021-02-06 04:00:00,2021-02-07 04:00:00,Second Class,C0023,Omar,Consumer,Pakistan,Karachi,Sindh,Central,P0062,Technology,Binders,Printer,1067.73,7,0.16,240.2
1870,2021-02-06 05:00:00,2021-02-12 05:00:00,First Class,C0566,Ayesha,Consumer,Pakistan,Karachi,Punjab,Central,P0317,Furniture,Chairs,Filing Cabinet,1173.07,5,0.28,265.36
1871,2021-02-06 06:00:00,2021-02-12 06:00:00,Standard Class,C0886,Ayesha,Home Office,Pakistan,Rawalpindi,Islamabad Capital,South,P0219,Furniture,Binders,Pen Set,900.1,2,0.01,179.12
1872,2021-02-06 07:00:00,2021-02-10 07:00:00,Second Class,C0766,Ayesha,Corporate,Pakistan,Rawalpindi,Punjab,South,P0335,Office Supplies,Tables,Smartphone,960.98,3,0.01,152.31
1873,2021-02-06 08:00:00,2021-02-14 08:00:00,First Class,C0965,Fatima,Corporate,Pakistan,Lahore,Islamabad Capital,East,P0089,Furniture,Binders,Pen Set,1568.66,7,0.22,152.13
1874,2021-02-06 09:00:00,2021-02-10 09:00:00,First Class,C0235,Omar,Corporate,Pakistan,Lahore,Punjab,Central,P0112,Technology,Phones,Pen Set,478.85,6,0.17,69.8
1875,2021-02-06 10:00:00,2021-02-14 10:00:00,Same Day,C0996,Ayesha,Consumer,Pakistan,Karachi,Islamabad Capital,West,P0207,Office Supplies,Binders,Pen Set,823.23,6,0.01,155.54
1876,2021-02-06 11:00:00,2021-02-14 11:00:00,Standard Class,C0059,Fatima,Home Office,Pakistan,Islamabad,Islamabad Capital,East,P0488,Office Supplies,Binders,Filing Cabinet,1917.76,7,0.3,324.11
1877,2021-02-06 12:00:00,2021-02-11 12:00:00,First Class,C0164,Bilal,Consumer,Pakistan,Lahore,Sindh,South,P0467,Office Supplies,Chairs,Pen Set,420.47,6,0.17,64.25
1878,2021-02-06 13:00:00,2021-02-10 13:00:00,Second Class,C0771,Ayesha,Home Office,Pakistan,Lahore,Islamabad Capital,South,P0367,Office Supplies,Phones,Smartphone,622.86,2,0.15,84.49
1879,2021-02-06 14:00:00,2021-02-08 14:00:00,First Class,C0826,Omar,Home Office,Pakistan,Islamabad,Punjab,South,P0306,Furniture,Binders,Executive Desk,423.56,8,0.13,84.92
1880,2021-02-06 15:00:00,2021-02-09 15:00:00,First Class,C0216,Fatima,Consumer,Pakistan,Islamabad,Islamabad Capital,West,P0203,Office Supplies,Storage,Pen Set,89.97,7,0.21,19.65
1881,2021-02-06 16:00:00,2021-02-09 16:00:00,Same Day,C0183,Noor,Consumer,Pakistan,Rawalpindi,Punjab,Central,P0297,Office Supplies,Tables,Pen Set,576.17,6,0.14,112.11
1882,2021-02-06 17:00:00,2021-02-10 17:00:00,Same Day,C0569,Sara,Home Office,Pakistan,Lahore,Sindh,South,P0033,Office Supplies,Binders,Executive Desk,140.61,5,0.2,33.41
1883,2021-02-06 18:00:00,2021-02-10 18:00:00,Second Class,C0657,Fatima,Consumer,Pakistan,Faisalabad,Punjab,East,P0489,Technology,Chairs,Pen Set,351.64,6,0.15,72.43
1884,2021-02-06 19:00:00,2021-02-11 19:00:00,Same Day,C0935,Sara,Consumer,Pakistan,Faisalabad,Sindh,West,P0215,Technology,Storage,Executive Desk,757.23,3,0.18,106.1
1885,2021-02-06 20:00:00,2021-02-10 20:00:00,First Class,C0090,Sara,Home Office,Pakistan,Karachi,Sindh,Central,P0012,Furniture,Chairs,Office Chair,90.41,2,0.24,15.67
1886,2021-02-06 21:00:00,2021-02-14 21:00:00,First Class,C0964,Ali,Home Office,Pakistan,Lahore,Islamabad Capital,East,P0002,Technology,Accessories,Filing Cabinet,1518.27,9,0.25,229.07
1887,2021-02-06 22:00:00,2021-02-12 22:00:00,Same Day,C0311,Bilal,Corporate,Pakistan,Faisalabad,Sindh,East,P0363,Technology,Binders,Filing Cabinet,1601.4,1,0.25,255.05
1888,2021-02-06 23:00:00,2021-02-12 23:00:00,First Class,C0557,Noor,Consumer,Pakistan,Lahore,Punjab,West,P0149,Furniture,Tables,Executive Desk,852.26,2,0.06,195.29
